Phase 1 Object Recognition
step,x_center,width,label
1,78.6724853515625,159.07470703125,Black Block
11,78.6724853515625,159.07470703125,Black Block
51,134.4798126220703,51.156471252441406,Black Block
81,19.288625717163086,38.666072845458984,Blue Block
91,28.254425048828125,55.995094299316406,Blue Block
101,40.182979583740234,64.92902374267578,Blue Block
111,65.07937622070312,62.90008544921875,Blue Block
121,9.02376937866211,17.972122192382812,Blue Block
131,21.17835235595703,42.435577392578125,Blue Block
141,32.540077209472656,65.24920654296875,Blue Block
151,43.20515060424805,86.80072784423828,Blue Block
161,57.10986328125,103.27427673339844,Blue Block
171,79.36354064941406,101.97262573242188,Blue Block
181,101.9521484375,102.514404296875,Blue Block
191,121.38748931884766,77.10987854003906,Blue Block
201,130.74264526367188,58.290740966796875,Blue Block
211,147.28269958496094,25.39190673828125,Blue Block
281,18.857723236083984,37.544395446777344,Red Block
291,29.559913635253906,58.843605041503906,Red Block
301,38.89606475830078,77.89369201660156,Red Block
311,59.879112243652344,103.96681213378906,Red Block
321,88.16808319091797,104.64927673339844,Red Block
331,112.99702453613281,93.65811157226562,Red Block
341,128.73861694335938,62.524986267089844,Red Block
351,142.39663696289062,35.2646484375,Red Block
421,18.826740264892578,37.970252990722656,Green Block
431,46.824302673339844,42.38633728027344,Green Block
441,70.26093292236328,42.5592041015625,Green Block
451,93.22267150878906,38.959503173828125,Green Block
461,121.81397247314453,41.92405700683594,Green Block
471,145.50413513183594,29.152496337890625,Green Block
531,15.26108169555664,30.58279800415039,Black Block
541,30.447372436523438,60.95375061035156,Black Block
551,46.785736083984375,93.42720031738281,Black Block
561,75.00341033935547,100.89299011230469,Black Block
571,101.02706146240234,100.93592834472656,Black Block
581,116.5635986328125,86.88054656982422,Black Block
591,126.40328979492188,67.18704223632812,Black Block
21,13.716259002685547,27.41661834716797,Blue Block
31,24.373746871948242,49.06509780883789,Blue Block
51,140.0989227294922,39.82025146484375,Black Block
51,69.46984100341797,63.6213493347168,Black Block
61,93.64892578125,61.95302963256836,Blue Block
71,21.010051727294922,41.977874755859375,Blue Block
71,113.9212646484375,65.01422119140625,Black Block
81,32.48982238769531,65.0894775390625,Blue Block
81,130.94003295898438,57.3740234375,Blue Block
91,43.23670959472656,87.08631896972656,Blue Block
101,62.396690368652344,102.59361267089844,Blue Block
111,93.11331176757812,101.71041870117188,Blue Block
121,117.89778137207031,84.15218353271484,Blue Block
131,132.67660522460938,54.52747344970703,Blue Block
141,144.95355224609375,30.215362548828125,Blue Block
191,15.797554016113281,31.68726348876953,Red Block
201,33.75485610961914,67.11751556396484,Red Block
211,46.917625427246094,93.82296752929688,Red Block
221,75.3186264038086,103.30865478515625,Red Block
231,103.66815948486328,105.79704284667969,Red Block
241,115.76305389404297,88.19291687011719,Red Block
251,127.58784484863281,64.53521728515625,Red Block
261,136.72116088867188,46.893218994140625,Red Block
271,150.56024169921875,18.78826904296875,Red Block
321,12.983430862426758,25.93777084350586,Green Block
Phase 2: Move Forward
step,x_center,width, groundSenor1, groundSenor2, groundSenor3
9,72.1127700805664,42.26966857910156,961,961,959
19,72.33512115478516,42.64812088012695,961,961,958
