step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.001,9999999999,0,-0.1494714285714286,-9.566171429528047e-13,-0.0,-0.09947142857238521,2.099471428572385,1.9005285714276148
1,0.001,9999999999,0,-0.13904285714285713,-1.846491428756078e-12,0.0,-0.08904285714470363,2.0890428571447037,1.9109571428552963
2,0.001,9999999999,0,-0.13275714285714288,-2.696137143126757e-12,0.0,-0.08275714285983903,2.082757142859839,1.917242857140161
3,0.001,9999999999,0,-0.12675714285714285,-3.5073828574935964e-12,0.0,-0.07675714286065023,2.07675714286065,1.9232428571393498
4,0.001,9999999999,0,-0.12875714285714288,-4.331428571861716e-12,-0.0,-0.0787571428614743,2.078757142861474,1.9212428571385256
5,0.001,9999999999,0,-0.13504285714285716,-5.195702857662428e-12,-0.0,-0.08504285714805286,2.085042857148053,1.9149571428519472
6,0.001,9999999999,0,-0.13561428571428571,-6.063634286320651e-12,-0.0,-0.08561428572034933,2.0856142857203492,1.9143857142796508
7,0.001,9999999999,0,-0.1496142857142857,-7.021165714987831e-12,-0.0,-0.09961428572130686,2.099614285721307,1.900385714278693
8,0.001,9999999999,0,-0.13904285714285713,-7.911040000791104e-12,0.0,-0.08904285715076816,2.089042857150768,1.9109571428492318
9,0.001,9999999999,0,-0.13704285714285716,-8.788114286593097e-12,0.0,-0.08704285715164527,2.087042857151645,1.9129571428483547
10,0.001,9999999999,0,-0.1344714285714286,-9.648731429536301e-12,0.0,-0.08447142858107733,2.0844714285810775,1.9155285714189227
11,0.001,9999999999,0,-0.14432857142857142,-1.0572434286771529e-11,-0.0,-0.09432857143914385,2.094328571439144,1.9056714285608563
12,0.001,9999999999,0,-0.1321857142857143,-1.14184228582847e-11,0.0,-0.08218571429713271,2.0821857142971325,1.9178142857028673
13,0.001,9999999999,0,-0.12804285714285715,-1.2237897144080934e-11,0.0,-0.07804285715509506,2.078042857155095,1.921957142844905
14,0.001,9999999999,0,-0.12775714285714285,-1.3055542858448411e-11,0.0,-0.0777571428701984,2.0777571428701984,1.9222428571298016
15,0.001,9999999999,0,-0.12475714285714286,-1.3853988572813969e-11,0.0,-0.07475714287099684,2.0747571428709968,1.9252428571290032
16,0.001,9999999999,0,-0.12890000000000001,-1.4678948572896466e-11,-0.0,-0.07890000001467896,2.078900000014679,1.921099999985321
17,0.001,9999999999,0,-0.12732857142857143,-1.5493851430120816e-11,0.0,-0.07732857144406528,2.0773285714440655,1.9226714285559348
18,0.001,9999999999,0,-0.1266142857142857,-1.6304182858773275e-11,0.0,-0.07661428573058988,2.07661428573059,1.9233857142694102
19,0.001,9999999999,0,-0.12632857142857143,-1.7112685715996984e-11,0.0,-0.0763285714456841,2.0763285714456843,1.923671428554316
20,0.001,9999999999,0,-0.1306142857142857,-1.7948617144652004e-11,-0.0,-0.08061428573223432,2.0806142857322345,1.9193857142677657
21,0.001,9999999999,0,-0.1276142857142857,-1.8765348573305108e-11,0.0,-0.07761428573305106,2.077614285733051,1.922385714266949
22,0.001,9999999999,0,-0.1276142857142857,-1.9582080001958212e-11,0.0,-0.07761428573386779,2.0776142857338677,1.9223857142661323
23,0.001,9999999999,0,-0.12875714285714288,-2.040612571632633e-11,-0.0,-0.078757142877549,2.078757142877549,1.921242857122451
24,0.001,9999999999,0,-0.1284714285714286,-2.1228342859265695e-11,0.0,-0.07847142859265695,2.078471428592657,1.9215285714073431
25,0.001,9999999999,0,-0.1311857142857143,-2.2067931430778227e-11,-0.0,-0.08118571430778222,2.0811857143077823,1.9188142856922177
26,0.001,9999999999,0,-0.1334714285714286,-2.292214857372079e-11,-0.0,-0.08347142859435074,2.0834714285943505,1.9165285714056493
27,0.001,9999999999,0,-0.12890000000000001,-2.374710857380329e-11,0.0,-0.07890000002374713,2.078900000023747,1.9210999999762528
28,0.001,9999999999,0,-0.1266142857142857,-2.455744000245575e-11,0.0,-0.07661428573884314,2.076614285738843,1.9233857142611568
29,0.001,9999999999,0,-0.12747142857142857,-2.5373257145394475e-11,-0.0,-0.07747142859680183,2.0774714285968017,1.922528571403198
30,0.001,9999999999,0,-0.12332857142857143,-2.616256000261626e-11,0.0,-0.07332857145473398,2.073328571454734,1.926671428545266
31,0.001,9999999999,0,-0.12432857142857143,-2.6958262859838687e-11,-0.0,-0.0743285714555297,2.0743285714555295,1.9256714285444703
32,0.001,9999999999,0,-0.1281857142857143,-2.7778651431349296e-11,-0.0,-0.07818571431349293,2.0781857143134927,1.921814285686507
33,0.001,9999999999,0,-0.12347142857142857,-2.856886857428546e-11,0.0,-0.07347142859999743,2.0734714285999973,1.9265285714000027
34,0.001,9999999999,0,-0.12447142857142857,-2.936548571722226e-11,-0.0,-0.07447142860079405,2.074471428600794,1.9255285713992059
35,0.001,9999999999,0,-0.12704285714285715,-3.017856000301786e-11,-0.0,-0.0770428571730357,2.0770428571730357,1.9229571428269643
36,0.001,9999999999,0,-0.1249,-3.09779200030978e-11,0.0,-0.07490000003097791,2.074900000030978,1.9250999999690221
37,0.001,9999999999,0,-0.11661428571428571,-3.172425143174386e-11,0.0,-0.06661428574600996,2.06661428574601,1.93338571425399
38,0.001,9999999999,0,-0.12475714285714286,-3.2522697146109416e-11,-0.0,-0.07475714288966555,2.0747571428896654,1.9252428571103344
39,0.001,9999999999,0,-0.1266142857142857,-3.333302857476188e-11,-0.0,-0.07661428574761874,2.0766142857476186,1.9233857142523814
40,0.001,9999999999,0,-0.1256142857142857,-3.41369600034137e-11,0.0,-0.07561428574842267,2.0756142857484225,1.9243857142515772
41,0.001,9999999999,0,-0.12418571428571429,-3.493174857492175e-11,0.0,-0.07418571432064604,2.074185714320646,1.9258142856793539
42,0.001,9999999999,0,-0.12632857142857143,-3.5740251432145454e-11,-0.0,-0.07632857146431167,2.0763285714643116,1.9236714285356884
43,0.001,9999999999,0,-0.1269,-3.655241143222667e-11,-0.0,-0.07690000003655241,2.0769000000365523,1.9230999999634475
44,0.001,9999999999,0,-0.12361428571428572,-3.734354286087721e-11,0.0,-0.07361428575162926,2.073614285751629,1.9263857142483707
45,0.001,9999999999,0,-0.1251857142857143,-3.81447314323859e-11,-0.0,-0.07518571432385902,2.075185714323859,1.924814285676141
46,0.001,9999999999,0,-0.12404285714285714,-3.893860571817958e-11,0.0,-0.07404285718179573,2.0740428571817957,1.9259571428182043
47,0.001,9999999999,0,-0.1229,-3.9725165718258234e-11,0.0,-0.07290000003972516,2.0729000000397253,1.927099999960275
48,0.001,9999999999,0,-0.12604285714285712,-4.053184000405318e-11,-0.0,-0.07604285718338895,2.076042857183389,1.9239571428166111
49,0.001,9999999999,0,-0.11647142857142856,-4.1277257146984875e-11,0.0,-0.06647142861270582,2.0664714286127057,1.9335285713872943
50,0.001,9999999999,0,-0.12304285714285713,-4.20647314327779e-11,-0.0,-0.07304285718492186,2.0730428571849218,1.9269571428150782
51,0.001,9999999999,0,-0.12361428571428572,-4.2855862861428446e-11,-0.0,-0.07361428575714157,2.0736142857571416,1.9263857142428584
52,0.001,9999999999,0,-0.12261428571428572,-4.364059429007835e-11,0.0,-0.0726142857579263,2.0726142857579264,1.9273857142420736
53,0.001,9999999999,0,-0.1239,-4.4433554290157645e-11,-0.0,-0.07390000004443355,2.0739000000444334,1.9260999999555664
54,0.001,9999999999,0,-0.12304285714285713,-4.522102857595067e-11,0.0,-0.07304285718807817,2.0730428571880783,1.9269571428119219
55,0.001,9999999999,0,-0.12118571428571429,-4.599661714745681e-11,0.0,-0.0711857143317109,2.071185714331711,1.928814285668289
56,0.001,9999999999,0,-0.12018571428571428,-4.67658057189623e-11,0.0,-0.07018571433248008,2.07018571433248,1.92981428566752
57,0.001,9999999999,0,-0.12332857142857143,-4.755510857618408e-11,-0.0,-0.07332857147612654,2.0733285714761265,1.9266714285238735
58,0.001,9999999999,0,-0.12747142857142857,-4.837092571912281e-11,-0.0,-0.07747142861979948,2.0774714286197993,1.9225285713802005
59,0.001,9999999999,0,-0.12161428571428572,-4.914925714777207e-11,0.0,-0.07161428576343497,2.071614285763435,1.928385714236565
60,0.001,9999999999,0,-0.12132857142857142,-4.992576000499258e-11,0.0,-0.07132857147849718,2.0713285714784972,1.9286714285215028
61,0.001,9999999999,0,-0.11818571428571428,-5.068214857649679e-11,0.0,-0.06818571433639643,2.0681857143363964,1.9318142856636036
62,0.001,9999999999,0,-0.12018571428571428,-5.1451337148002274e-11,-0.0,-0.07018571433716563,2.070185714337166,1.9298142856628344
63,0.001,9999999999,0,-0.1219,-5.22314971480803e-11,-0.0,-0.07190000005223149,2.0719000000522314,1.9280999999477686
64,0.001,9999999999,0,-0.11861428571428571,-5.299062857672763e-11,0.0,-0.06861428576727634,2.0686142857672762,1.9313857142327238
65,0.001,9999999999,0,-0.11989999999999999,-5.375798857680436e-11,-0.0,-0.06990000005375797,2.069900000053758,1.930099999946242
66,0.001,9999999999,0,-0.12018571428571428,-5.4527177148309855e-11,-0.0,-0.07018571434024146,2.0701857143402416,1.9298142856597584
