step,K,T_I,T_D,P,I,D,ds,left speed,right speed
0,0.005,9999999999,0.06125,0.1479714285714286,9.470171429518447e-13,0.14161328125,0.3395847098223756,1.6604152901776243,2.3395847098223754
1,0.005,9999999999,0.06125,0.12297142857142859,1.7340342858876894e-12,-0.02392578125,0.1490456473231626,1.8509543526768373,2.1490456473231627
2,0.005,9999999999,0.06125,0.1444000000000001,2.658194285980106e-12,0.020507812500000097,0.2149078125026584,1.7850921874973416,2.2149078125026582
3,0.005,9999999999,0.06125,0.1636857142857143,3.705782857513436e-12,0.018457031249999884,0.23214274553942,1.76785725446058,2.23214274553942
4,0.005,9999999999,0.06125,0.13511428571428583,4.570514286171339e-12,-0.027343749999999903,0.15777053571885644,1.8422294642811436,2.1577705357188566
5,0.005,9999999999,0.06125,0.1529714285714286,5.549531429126384e-12,0.017089843749999924,0.22006127232697803,1.7799387276730219,2.220061272326978
6,0.005,9999999999,0.06125,0.1444000000000001,6.4736914292188e-12,-0.008203124999999903,0.18619687500647392,1.813803124993526,2.1861968750064737
7,0.005,9999999999,0.06125,0.1558285714285715,7.470994286461386e-12,0.01093749999999996,0.21676607143604248,1.7832339285639576,2.2167660714360427
8,0.005,9999999999,0.06125,0.1458285714285715,8.404297143697576e-12,-0.0095703125,0.18625825893697578,1.813741741063024,2.186258258936976
9,0.005,9999999999,0.06125,0.1565428571428572,9.40617142951205e-12,0.010253906249999981,0.21679676340226334,1.7832032365977366,2.216796763402263
10,0.005,9999999999,0.06125,0.1579714285714286,1.0417188572470295e-11,0.001367187499999961,0.20933861608184573,1.7906613839181542,2.209338616081846
11,0.005,9999999999,0.06125,0.13654285714285722,1.129106285827197e-11,-0.020507812499999962,0.1660350446541483,1.8339649553458517,2.1660350446541483
12,0.005,9999999999,0.06125,0.1444000000000001,1.2215222858364387e-11,0.007519531250000058,0.2019195312622154,1.7980804687377847,2.2019195312622153
13,0.005,9999999999,0.06125,0.13440000000000013,1.3075382858450402e-11,-0.0095703125,0.1748296875130755,1.8251703124869245,2.1748296875130757
14,0.005,9999999999,0.06125,0.1272571428571429,1.3889828572817562e-11,-0.006835937500000078,0.17042120537103267,1.8295787946289672,2.170421205371033
15,0.005,9999999999,0.06125,0.1258285714285715,1.469513143004095e-11,-0.001367187499999961,0.17446138394326668,1.8255386160567333,2.1744613839432665
16,0.005,9999999999,0.06125,0.09868571428571428,1.532672000153268e-11,-0.025976562500000078,0.12270915180104093,1.877290848198959,2.122709151801041
17,0.005,9999999999,0.06125,0.1172571428571429,1.6077165715893438e-11,0.017773437500000037,0.18503058037322012,1.8149694196267798,2.18503058037322
18,0.005,9999999999,0.06125,0.11274285714285726,1.679872000167988e-11,-0.004320312499999937,0.15842254465965605,1.841577455340344,2.158422544659656
19,0.005,9999999999,0.06125,0.1215428571428572,1.7576594287471956e-11,0.008421874999999957,0.17996473216043374,1.8200352678395664,2.1799647321604336
20,0.005,9999999999,0.06125,0.1315428571428572,1.841846857327043e-11,0.0095703125,0.19111316966127567,1.8088868303387242,2.191113169661276
21,0.005,9999999999,0.06125,0.12940000000000013,1.9246628573353246e-11,-0.0020507812499999415,0.1773492187692468,1.8226507812307533,2.1773492187692467
22,0.005,9999999999,0.06125,0.12511428571428582,2.004736000200475e-11,-0.004101562500000019,0.17101272323433314,1.828987276765667,2.171012723234333
23,0.005,9999999999,0.06125,0.1286857142857143,2.087094857351568e-11,0.003417968749999903,0.18210368305658514,1.8178963169434148,2.182103683056585
24,0.005,9999999999,0.06125,0.1015428571428572,2.1520822859294956e-11,-0.025976562499999942,0.12556629466437808,1.874433705335622,2.1255662946643783
25,0.005,9999999999,0.06125,0.1079714285714286,2.2211840002221196e-11,0.006152343749999962,0.1641237723436404,1.8358762276563596,2.1641237723436406
26,0.005,9999999999,0.06125,0.10511428571428581,2.28845714308599e-11,-0.002734374999999922,0.15237991073717044,1.8476200892628296,2.1523799107371704
27,0.005,9999999999,0.06125,0.10011428571428582,2.35253028594954e-11,-0.00478515625,0.14532912948781113,1.8546708705121888,2.145329129487811
28,0.005,9999999999,0.06125,0.10060000000000016,2.4169142859559785e-11,0.00046484375000006297,0.15106484377416937,1.8489351562258307,2.1510648437741695
29,0.005,9999999999,0.06125,0.10560000000000017,2.484498285962737e-11,0.00478515625,0.16038515627484518,1.8396148437251547,2.1603851562748453
30,0.005,9999999999,0.06125,0.0922571428571429,2.5435428573972125e-11,-0.012769531250000122,0.12948761163257821,1.8705123883674217,2.129487611632578
31,0.005,9999999999,0.06125,0.09560000000000017,2.604726857403331e-11,0.0031992187500001212,0.14879921877604757,1.8512007812239524,2.1487992187760474
32,0.005,9999999999,0.06125,0.09440000000000012,2.665142857409373e-11,-0.0011484375000000435,0.1432515625266515,1.8567484374733485,2.1432515625266513
33,0.005,9999999999,0.06125,0.08868571428571428,2.7219017145579063e-11,-0.005468750000000117,0.13321696431293317,1.866783035687067,2.133216964312933
34,0.005,9999999999,0.06125,0.0922571428571429,2.780946285992382e-11,0.003417968750000039,0.1456751116349524,1.8543248883650476,2.1456751116349526
35,0.005,9999999999,0.06125,0.08774285714285725,2.837101714569426e-11,-0.004320312499999937,0.13342254467122833,1.8665774553287717,2.1334225446712285
36,0.005,9999999999,0.06125,0.08868571428571428,2.893860571717959e-11,0.0009023437499998982,0.1395880580646528,1.860411941935347,2.139588058064653
37,0.005,9999999999,0.06125,0.08560000000000016,2.948644571723438e-11,-0.00295312499999984,0.13264687502948677,1.8673531249705133,2.132646875029487
38,0.005,9999999999,0.06125,0.08297142857142858,3.001746286014462e-11,-0.0025156250000001406,0.1304558036014459,1.8695441963985542,2.130455803601446
39,0.005,9999999999,0.06125,0.07417142857142864,3.049216000304923e-11,-0.008421874999999957,0.11574955360192085,1.8842504463980791,2.115749553601921
40,0.005,9999999999,0.06125,0.07060000000000016,3.094400000309442e-11,-0.003417968749999903,0.11718203128094426,1.8828179687190558,2.117182031280944
41,0.005,9999999999,0.06125,0.06560000000000017,3.1363840003136406e-11,-0.00478515625,0.11081484378136403,1.889185156218636,2.110814843781364
42,0.005,9999999999,0.06125,0.03345714285714294,3.157796571744353e-11,-0.030761718750000076,0.05269542413872083,1.9473045758612793,2.052695424138721
43,0.005,9999999999,0.06125,0.06131428571428586,3.19703771460542e-11,0.02666015625000006,0.1379744419962563,1.8620255580037437,2.1379744419962563
44,0.005,9999999999,0.06125,0.05774285714285725,3.2339931431805444e-11,-0.003417968750000039,0.10432488842519713,1.895675111574803,2.104324888425197
45,0.005,9999999999,0.06125,0.050600000000000166,3.2663771431837826e-11,-0.006835937499999941,0.093764062532664,1.9062359374673359,2.093764062532664
46,0.005,9999999999,0.06125,0.03345714285714294,3.2877897146144954e-11,-0.016406250000000077,0.06705089289002077,1.9329491071099791,2.0670508928900206
