step,x_center,y_center,width,height,conf,label
49,139.61434936523438,21.21353530883789,41.28472900390625,40.87738800048828,0.6052402257919312,Black Block
50,63.45301055908203,25.752368927001953,120.76298522949219,44.918121337890625,0.7042859792709351,Black Block
50,61.88533020019531,24.926462173461914,123.96174621582031,49.289424896240234,0.6812043190002441,Epuck
50,139.61434936523438,21.21353530883789,41.28472900390625,40.87738800048828,0.6052402257919312,Black Block
51,24.44818115234375,66.9708480834961,48.87284851074219,91.49752807617188,0.9576444029808044,Red Block
52,24.44818115234375,66.9708480834961,48.87284851074219,91.49752807617188,0.9576444029808044,Red Block
53,54.69818115234375,68.7598876953125,55.31979751586914,81.33497619628906,0.9266698956489563,Red Block
54,54.69818115234375,68.7598876953125,55.31979751586914,81.33497619628906,0.9266698956489563,Red Block
55,103.91944885253906,66.25738525390625,55.74950408935547,86.87649536132812,0.9465090036392212,Red Block
55,13.784278869628906,23.721805572509766,27.450546264648438,46.496116638183594,0.3819763958454132,Blue Block
56,103.91944885253906,66.25738525390625,55.74950408935547,86.87649536132812,0.9465090036392212,Red Block
56,13.784278869628906,23.721805572509766,27.450546264648438,46.496116638183594,0.3819763958454132,Blue Block
57,126.27615356445312,84.78873443603516,57.20404815673828,52.52317810058594,0.9653547406196594,Red Block
58,126.27615356445312,84.78873443603516,57.20404815673828,52.52317810058594,0.9653547406196594,Red Block
59,71.4715347290039,24.153038024902344,80.61149597167969,48.25404357910156,0.3488196134567261,Epuck
59,129.0310821533203,24.060394287109375,60.990196228027344,48.17915344238281,0.2748642861843109,Blue Block
60,71.4715347290039,24.153038024902344,80.61149597167969,48.25404357910156,0.3488196134567261,Epuck
60,129.0310821533203,24.060394287109375,60.990196228027344,48.17915344238281,0.2748642861843109,Blue Block
61,145.511474609375,23.218902587890625,29.90374755859375,45.433502197265625,0.3184237778186798,Blue Block
62,145.511474609375,23.218902587890625,29.90374755859375,45.433502197265625,0.3184237778186798,Blue Block
63,17.656936645507812,34.737064361572266,35.46318817138672,35.078208923339844,0.8729437589645386,Blue Block
64,17.656936645507812,34.737064361572266,35.46318817138672,35.078208923339844,0.8729437589645386,Blue Block
65,26.685821533203125,66.48980712890625,52.38163757324219,96.78033447265625,0.941199004650116,Blue Block
65,155.1433563232422,39.868892669677734,9.560577392578125,13.549896240234375,0.6795872449874878,Blue Block
66,26.685821533203125,66.48980712890625,52.38163757324219,96.78033447265625,0.941199004650116,Blue Block
66,155.1433563232422,39.868892669677734,9.560577392578125,13.549896240234375,0.6795872449874878,Blue Block
67,55.610389709472656,66.38773345947266,111.93605041503906,89.2935791015625,0.9642211198806763,Blue Block
68,55.610389709472656,66.38773345947266,111.93605041503906,89.2935791015625,0.9642211198806763,Blue Block
69,88.46846008300781,65.68183135986328,138.91610717773438,90.10147094726562,0.9809983372688293,Blue Block
70,88.46846008300781,65.68183135986328,138.91610717773438,90.10147094726562,0.9809983372688293,Blue Block
71,100.26121520996094,43.238441467285156,118.55300903320312,44.99965286254883,0.9515891671180725,Blue Block
71,94.17855834960938,89.68663787841797,128.68865966796875,42.73399353027344,0.8427684307098389,Blue Block
72,100.26121520996094,43.238441467285156,118.55300903320312,44.99965286254883,0.9515891671180725,Blue Block
72,94.17855834960938,89.68663787841797,128.68865966796875,42.73399353027344,0.8427684307098389,Blue Block
73,117.20771789550781,66.69520568847656,85.22054290771484,95.46522521972656,0.9664140343666077,Blue Block
74,117.20771789550781,66.69520568847656,85.22054290771484,95.46522521972656,0.9664140343666077,Blue Block
75,128.01425170898438,66.48839569091797,63.449737548828125,96.41250610351562,0.9557274580001831,Blue Block
76,128.01425170898438,66.48839569091797,63.449737548828125,96.41250610351562,0.9557274580001831,Blue Block
77,155.8062744140625,63.09336853027344,8.2916259765625,81.23564147949219,0.2513045370578766,Blue Block
78,155.8062744140625,63.09336853027344,8.2916259765625,81.23564147949219,0.2513045370578766,Blue Block
79,47.54277420043945,39.32060241699219,13.86822509765625,29.832643508911133,0.30389049649238586,Black Block
80,47.54277420043945,39.32060241699219,13.86822509765625,29.832643508911133,0.30389049649238586,Black Block
81,81.61399841308594,39.7011604309082,14.51556396484375,29.364639282226562,0.6705766320228577,Black Block
82,81.61399841308594,39.7011604309082,14.51556396484375,29.364639282226562,0.6705766320228577,Black Block
83,4.83347225189209,63.08372116088867,9.664705276489258,48.766197204589844,0.6843578815460205,Epuck
83,93.15894317626953,39.91122817993164,15.146652221679688,29.781240463256836,0.6645355224609375,Black Block
84,4.83347225189209,63.08372116088867,9.664705276489258,48.766197204589844,0.6843578815460205,Epuck
84,93.15894317626953,39.91122817993164,15.146652221679688,29.781240463256836,0.6645355224609375,Black Block
85,33.452301025390625,74.18649291992188,67.3922119140625,77.62612915039062,0.9626370668411255,Epuck
86,33.452301025390625,74.18649291992188,67.3922119140625,77.62612915039062,0.9626370668411255,Epuck
87,76.55934143066406,75.28845977783203,90.25630187988281,75.1995849609375,0.9688886404037476,Epuck
88,76.55934143066406,75.28845977783203,90.25630187988281,75.1995849609375,0.9688886404037476,Epuck
89,104.50239562988281,73.56330871582031,88.34014892578125,73.35272216796875,0.9559779167175293,Epuck
90,104.50239562988281,73.56330871582031,88.34014892578125,73.35272216796875,0.9559779167175293,Epuck
91,130.0948486328125,74.20613861083984,59.510986328125,77.51506042480469,0.953244686126709,Epuck
92,130.0948486328125,74.20613861083984,59.510986328125,77.51506042480469,0.953244686126709,Epuck
93,144.1563262939453,74.37244415283203,31.811676025390625,77.31582641601562,0.9327378869056702,Epuck
94,144.1563262939453,74.37244415283203,31.811676025390625,77.31582641601562,0.9327378869056702,Epuck
99,143.3171844482422,16.917274475097656,32.990447998046875,34.008705139160156,0.8514792919158936,Black Block
100,143.3171844482422,16.917274475097656,32.990447998046875,34.008705139160156,0.8514792919158936,Black Block
101,22.676498413085938,67.25285339355469,44.72538757324219,45.40791320800781,0.9438047409057617,Black Ball
102,22.676498413085938,67.25285339355469,44.72538757324219,45.40791320800781,0.9438047409057617,Black Ball
103,57.270042419433594,83.64068603515625,55.785430908203125,42.124629974365234,0.9529220461845398,Black Ball
104,57.270042419433594,83.64068603515625,55.785430908203125,42.124629974365234,0.9529220461845398,Black Ball
105,98.31105041503906,82.93842315673828,55.41264343261719,42.84326171875,0.9507412314414978,Black Ball
106,98.31105041503906,82.93842315673828,55.41264343261719,42.84326171875,0.9507412314414978,Black Ball
107,134.90200805664062,76.13550567626953,50.137901306152344,60.70729064941406,0.9648705124855042,Black Ball
108,134.90200805664062,76.13550567626953,50.137901306152344,60.70729064941406,0.9648705124855042,Black Ball
109,141.81277465820312,76.38842010498047,36.18914794921875,62.220245361328125,0.9612432718276978,Black Ball
109,11.798282623291016,33.048439025878906,23.52631378173828,21.556068420410156,0.8298853635787964,Black Block
110,141.81277465820312,76.38842010498047,36.18914794921875,62.220245361328125,0.9612432718276978,Black Ball
110,11.798282623291016,33.048439025878906,23.52631378173828,21.556068420410156,0.8298853635787964,Black Block
111,29.48531723022461,21.652727127075195,58.558860778808594,42.716068267822266,0.8714330792427063,Green Block
111,29.249345779418945,21.41545867919922,58.59718704223633,43.39595031738281,0.8367517590522766,Black Block
112,29.48531723022461,21.652727127075195,58.558860778808594,42.716068267822266,0.8714330792427063,Green Block
112,29.249345779418945,21.41545867919922,58.59718704223633,43.39595031738281,0.8367517590522766,Black Block
113,137.95626831054688,20.870635986328125,44.053375244140625,41.967620849609375,0.8503121733665466,Green Block
113,3.7060837745666504,57.45466613769531,7.476641654968262,16.077762603759766,0.3675457239151001,Red Block
114,137.95626831054688,20.870635986328125,44.053375244140625,41.967620849609375,0.8503121733665466,Green Block
114,3.7060837745666504,57.45466613769531,7.476641654968262,16.077762603759766,0.3675457239151001,Red Block
115,11.735675811767578,77.19707489013672,23.478946685791016,61.22945022583008,0.9133447408676147,Red Block
115,142.9196014404297,21.757091522216797,33.954139709472656,42.83739471435547,0.8055126070976257,Black Block
116,11.735675811767578,77.19707489013672,23.478946685791016,61.22945022583008,0.9133447408676147,Red Block
116,142.9196014404297,21.757091522216797,33.954139709472656,42.83739471435547,0.8055126070976257,Black Block
117,59.045448303222656,76.56474304199219,66.5084228515625,53.38737487792969,0.9568524360656738,Red Block
117,66.90581512451172,24.958131790161133,48.71287536621094,49.9024772644043,0.902612030506134,Green Block
117,24.56937599182129,81.90455627441406,20.029224395751953,40.14860534667969,0.8366689085960388,Red Block
118,59.045448303222656,76.56474304199219,66.5084228515625,53.38737487792969,0.9568524360656738,Red Block
118,66.90581512451172,24.958131790161133,48.71287536621094,49.9024772644043,0.902612030506134,Green Block
118,24.56937599182129,81.90455627441406,20.029224395751953,40.14860534667969,0.8366689085960388,Red Block
119,80.23573303222656,75.967041015625,76.11688232421875,52.73094177246094,0.9694811105728149,Red Block
120,80.23573303222656,75.967041015625,76.11688232421875,52.73094177246094,0.9694811105728149,Red Block
121,124.99966430664062,76.29469299316406,70.57227325439453,53.79185485839844,0.9748504161834717,Red Block
121,128.52923583984375,28.608654022216797,46.526123046875,42.428260803222656,0.8978356719017029,Green Block
122,124.99966430664062,76.29469299316406,70.57227325439453,53.79185485839844,0.9748504161834717,Red Block
122,128.52923583984375,28.608654022216797,46.526123046875,42.428260803222656,0.8978356719017029,Green Block
123,152.49241638183594,82.63789367675781,14.91217041015625,48.23521423339844,0.9075320363044739,Red Block
124,152.49241638183594,82.63789367675781,14.91217041015625,48.23521423339844,0.9075320363044739,Red Block
125,25.939002990722656,25.834148406982422,50.93373107910156,51.86988830566406,0.4844535291194916,Red Block
126,25.939002990722656,25.834148406982422,50.93373107910156,51.86988830566406,0.4844535291194916,Red Block
127,39.05055236816406,65.43284606933594,58.44593811035156,87.52084350585938,0.9565063714981079,Red Block
128,39.05055236816406,65.43284606933594,58.44593811035156,87.52084350585938,0.9565063714981079,Red Block
129,53.78274154663086,72.77407836914062,55.686119079589844,71.46223449707031,0.9656383991241455,Red Block
130,53.78274154663086,72.77407836914062,55.686119079589844,71.46223449707031,0.9656383991241455,Red Block
131,110.14593505859375,65.3319091796875,56.578880310058594,87.39108276367188,0.9454496502876282,Red Block
132,110.14593505859375,65.3319091796875,56.578880310058594,87.39108276367188,0.9454496502876282,Red Block
133,138.72621154785156,85.69269561767578,42.430702209472656,52.390899658203125,0.9557119607925415,Red Block
133,148.94796752929688,27.17043685913086,22.27587890625,50.49864196777344,0.5028250813484192,Red Block
134,138.72621154785156,85.69269561767578,42.430702209472656,52.390899658203125,0.9557119607925415,Red Block
134,148.94796752929688,27.17043685913086,22.27587890625,50.49864196777344,0.5028250813484192,Red Block
135,136.21823120117188,23.05645751953125,46.5802001953125,45.78071594238281,0.7780068516731262,Blue Block
135,67.48860931396484,23.65707015991211,72.64549255371094,48.08946990966797,0.7604202628135681,Epuck
135,136.41061401367188,23.294918060302734,46.562255859375,46.178199768066406,0.2666916847229004,Epuck
136,136.21823120117188,23.05645751953125,46.5802001953125,45.78071594238281,0.7780068516731262,Blue Block
136,67.48860931396484,23.65707015991211,72.64549255371094,48.08946990966797,0.7604202628135681,Epuck
136,136.41061401367188,23.294918060302734,46.562255859375,46.178199768066406,0.2666916847229004,Epuck
137,150.7303924560547,24.135364532470703,18.554046630859375,48.183311462402344,0.8325514197349548,Blue Block
137,10.165849685668945,24.78071403503418,20.437450408935547,49.6829719543457,0.8060216307640076,Red Block
137,98.1981201171875,23.663497924804688,64.55831909179688,47.73095703125,0.6246436834335327,Epuck
137,98.65592193603516,24.048778533935547,65.97032165527344,47.500450134277344,0.3207908868789673,Blue Block
138,150.7303924560547,24.135364532470703,18.554046630859375,48.183311462402344,0.8325514197349548,Blue Block
138,10.165849685668945,24.78071403503418,20.437450408935547,49.6829719543457,0.8060216307640076,Red Block
138,98.1981201171875,23.663497924804688,64.55831909179688,47.73095703125,0.6246436834335327,Epuck
138,98.65592193603516,24.048778533935547,65.97032165527344,47.500450134277344,0.3207908868789673,Blue Block
139,15.765312194824219,67.49458312988281,31.268245697021484,96.04605102539062,0.9324391484260559,Blue Block
140,15.765312194824219,67.49458312988281,31.268245697021484,96.04605102539062,0.9324391484260559,Blue Block
141,46.71981430053711,66.19048309326172,93.49427032470703,90.85435485839844,0.9424187541007996,Blue Block
142,46.71981430053711,66.19048309326172,93.49427032470703,90.85435485839844,0.9424187541007996,Blue Block
143,64.48355102539062,64.91150665283203,128.248291015625,87.13301086425781,0.950344979763031,Blue Block
144,64.48355102539062,64.91150665283203,128.248291015625,87.13301086425781,0.950344979763031,Blue Block
145,82.34074401855469,65.05043029785156,142.96151733398438,88.79022216796875,0.9738261699676514,Blue Block
146,82.34074401855469,65.05043029785156,142.96151733398438,88.79022216796875,0.9738261699676514,Blue Block
147,92.18508911132812,71.9627456665039,134.02685546875,81.74946594238281,0.9338830709457397,Blue Block
148,92.18508911132812,71.9627456665039,134.02685546875,81.74946594238281,0.9338830709457397,Blue Block
149,105.153076171875,66.55824279785156,109.86700439453125,93.37472534179688,0.9781947731971741,Blue Block
150,105.153076171875,66.55824279785156,109.86700439453125,93.37472534179688,0.9781947731971741,Blue Block
151,127.48025512695312,66.17181396484375,65.23114013671875,95.78987121582031,0.918672502040863,Blue Block
152,127.48025512695312,66.17181396484375,65.23114013671875,95.78987121582031,0.918672502040863,Blue Block
153,136.89508056640625,81.2992935180664,46.27099609375,64.78463745117188,0.9556047320365906,Blue Block
153,33.44477081298828,13.319084167480469,65.57191467285156,26.710147857666016,0.808013916015625,Epuck
153,106.49476623535156,14.821695327758789,103.99496459960938,29.666492462158203,0.516555905342102,Epuck
153,105.70989990234375,14.04990005493164,99.97303009033203,27.717796325683594,0.46936163306236267,Black Block
153,34.056358337402344,13.626920700073242,67.75251770019531,27.293041229248047,0.4589391350746155,Black Ball
154,136.89508056640625,81.2992935180664,46.27099609375,64.78463745117188,0.9556047320365906,Blue Block
154,33.44477081298828,13.319084167480469,65.57191467285156,26.710147857666016,0.808013916015625,Epuck
154,106.49476623535156,14.821695327758789,103.99496459960938,29.666492462158203,0.516555905342102,Epuck
154,105.70989990234375,14.04990005493164,99.97303009033203,27.717796325683594,0.46936163306236267,Black Block
154,34.056358337402344,13.626920700073242,67.75251770019531,27.293041229248047,0.4589391350746155,Black Ball
159,11.723058700561523,74.50202178955078,23.434764862060547,77.14682006835938,0.9342901706695557,Epuck
159,79.54327392578125,40.95579528808594,19.4146728515625,34.85309600830078,0.870251476764679,Black Block
159,103.311279296875,39.905574798583984,15.207733154296875,30.430368423461914,0.8533437252044678,Black Block
160,11.723058700561523,74.50202178955078,23.434764862060547,77.14682006835938,0.9342901706695557,Epuck
160,79.54327392578125,40.95579528808594,19.4146728515625,34.85309600830078,0.870251476764679,Black Block
160,103.311279296875,39.905574798583984,15.207733154296875,30.430368423461914,0.8533437252044678,Black Block
161,24.326671600341797,74.44389343261719,48.58802032470703,77.85014343261719,0.9520207047462463,Epuck
161,101.61424255371094,40.65594482421875,18.49102783203125,34.67881774902344,0.8679416179656982,Black Block
161,125.9630126953125,39.01025390625,16.326454162597656,31.277055740356445,0.7956996560096741,Black Block
162,24.326671600341797,74.44389343261719,48.58802032470703,77.85014343261719,0.9520207047462463,Epuck
162,101.61424255371094,40.65594482421875,18.49102783203125,34.67881774902344,0.8679416179656982,Black Block
162,125.9630126953125,39.01025390625,16.326454162597656,31.277055740356445,0.7956996560096741,Black Block
163,31.072629928588867,74.92402648925781,62.4124641418457,76.23233032226562,0.9615829586982727,Epuck
164,31.072629928588867,74.92402648925781,62.4124641418457,76.23233032226562,0.9615829586982727,Epuck
165,59.642051696777344,75.94970703125,90.41893005371094,76.10653686523438,0.9672566652297974,Epuck
166,59.642051696777344,75.94970703125,90.41893005371094,76.10653686523438,0.9672566652297974,Epuck
167,101.66210174560547,75.06417083740234,89.91017150878906,74.34281921386719,0.9667425155639648,Epuck
168,101.66210174560547,75.06417083740234,89.91017150878906,74.34281921386719,0.9667425155639648,Epuck
169,129.00253295898438,73.87310791015625,61.87720489501953,75.82513427734375,0.9558141827583313,Epuck
170,129.00253295898438,73.87310791015625,61.87720489501953,75.82513427734375,0.9558141827583313,Epuck
171,136.08184814453125,74.21897888183594,47.8756103515625,75.73956298828125,0.9519937634468079,Epuck
172,136.08184814453125,74.21897888183594,47.8756103515625,75.73956298828125,0.9519937634468079,Epuck
173,153.47279357910156,76.7129135131836,13.128936767578125,66.87400817871094,0.7075821757316589,Epuck
174,153.47279357910156,76.7129135131836,13.128936767578125,66.87400817871094,0.7075821757316589,Epuck
175,152.22422790527344,18.383241653442383,15.303314208984375,37.62264633178711,0.7003070712089539,Black Ball
175,143.5505828857422,18.363248825073242,38.29132080078125,36.47038650512695,0.5024948716163635,Black Ball
175,131.17440795898438,18.115314483642578,33.420501708984375,35.74859619140625,0.2912909686565399,Black Block
176,152.22422790527344,18.383241653442383,15.303314208984375,37.62264633178711,0.7003070712089539,Black Ball
176,143.5505828857422,18.363248825073242,38.29132080078125,36.47038650512695,0.5024948716163635,Black Ball
176,131.17440795898438,18.115314483642578,33.420501708984375,35.74859619140625,0.2912909686565399,Black Block
177,7.100500106811523,75.63836669921875,14.185047149658203,67.97256469726562,0.8941203951835632,Black Ball
177,147.40298461914062,17.24289321899414,24.85089111328125,34.432044982910156,0.7593657970428467,Green Block
178,7.100500106811523,75.63836669921875,14.185047149658203,67.97256469726562,0.8941203951835632,Black Ball
178,147.40298461914062,17.24289321899414,24.85089111328125,34.432044982910156,0.7593657970428467,Green Block
179,21.01101303100586,84.78070831298828,42.04956817626953,44.90495681762695,0.947891354560852,Black Ball
179,20.0170955657959,18.716365814208984,40.15007400512695,37.11189270019531,0.4276699721813202,Black Block
180,21.01101303100586,84.78070831298828,42.04956817626953,44.90495681762695,0.947891354560852,Black Ball
180,20.0170955657959,18.716365814208984,40.15007400512695,37.11189270019531,0.4276699721813202,Black Block
181,55.140045166015625,75.68680572509766,56.92245864868164,59.62348937988281,0.9660660028457642,Black Ball
182,55.140045166015625,75.68680572509766,56.92245864868164,59.62348937988281,0.9660660028457642,Black Ball
183,110.19837188720703,77.83602905273438,56.48817443847656,54.592105865478516,0.9666354060173035,Black Ball
184,110.19837188720703,77.83602905273438,56.48817443847656,54.592105865478516,0.9666354060173035,Black Ball
185,22.987003326416016,21.69533920288086,45.87682342529297,44.104164123535156,0.8860403895378113,Black Block
185,155.35350036621094,72.9602279663086,9.318450927734375,59.85686111450195,0.7071434855461121,Black Ball
185,22.893627166748047,21.58377456665039,46.227455139160156,43.04327392578125,0.65095454454422,Green Block
186,22.987003326416016,21.69533920288086,45.87682342529297,44.104164123535156,0.8860403895378113,Black Block
186,155.35350036621094,72.9602279663086,9.318450927734375,59.85686111450195,0.7071434855461121,Black Ball
186,22.893627166748047,21.58377456665039,46.227455139160156,43.04327392578125,0.65095454454422,Green Block
187,35.092803955078125,20.8856201171875,69.68963623046875,41.92362976074219,0.8074753284454346,Green Block
187,34.737762451171875,21.128915786743164,70.07351684570312,42.35258102416992,0.7012805938720703,Black Block
187,124.44146728515625,21.20077896118164,71.90115356445312,42.57257843017578,0.3543112277984619,Black Block
188,35.092803955078125,20.8856201171875,69.68963623046875,41.92362976074219,0.8074753284454346,Green Block
188,34.737762451171875,21.128915786743164,70.07351684570312,42.35258102416992,0.7012805938720703,Black Block
188,124.44146728515625,21.20077896118164,71.90115356445312,42.57257843017578,0.3543112277984619,Black Block
189,134.5125732421875,20.841873168945312,51.284881591796875,42.61250305175781,0.8101112842559814,Green Block
189,45.62406921386719,19.33435821533203,87.21672058105469,38.46748352050781,0.4589149057865143,Green Block
190,134.5125732421875,20.841873168945312,51.284881591796875,42.61250305175781,0.8101112842559814,Green Block
190,45.62406921386719,19.33435821533203,87.21672058105469,38.46748352050781,0.4589149057865143,Green Block
191,32.68473815917969,76.45906829833984,65.26162719726562,57.235992431640625,0.9667631983757019,Red Block
191,26.370365142822266,24.522377014160156,50.00469207763672,49.28376770019531,0.9161592125892639,Green Block
192,32.68473815917969,76.45906829833984,65.26162719726562,57.235992431640625,0.9667631983757019,Red Block
192,26.370365142822266,24.522377014160156,50.00469207763672,49.28376770019531,0.9161592125892639,Green Block
193,39.56824493408203,76.3252944946289,78.35844421386719,53.86079406738281,0.9712111949920654,Red Block
194,39.56824493408203,76.3252944946289,78.35844421386719,53.86079406738281,0.9712111949920654,Red Block
195,116.69181823730469,74.95285034179688,65.5244140625,52.7991943359375,0.9519832730293274,Red Block
195,121.96309661865234,24.558013916015625,47.72850036621094,49.027549743652344,0.9454541802406311,Green Block
195,152.06858825683594,18.293354034423828,15.934600830078125,36.199928283691406,0.7907901406288147,Green Block
